type,ESTIMATE_TYPE,area,year,MGMT_AREA,VESSEL_COUNT,BOAT_DAYS,SOCKEYE_KEPT,COHO_KEPT,PINK_KEPT,CHUM_KEPT,CHINOOK_KEPT,NOTES
Troll,IN-SEASON,G,2018,124,34,153,"18,993",2,2,4,358,
Troll,IN-SEASON,G,2018,125,11,27,0,0,0,0,255,
Troll,IN-SEASON,G,2018,126,48,693,126,0,4,12,"10,781",
Troll,IN-SEASON,G,2018,127,30,531,30,0,0,19,"5,760",
Troll,IN-SEASON,F,2018,142,25,228,0,"3,239",753,181,"5,236",
Troll,IN-SEASON,F,2019,1,59,538,0,"25,506","6,342",52,"5,876",
Troll,IN-SEASON,F,2019,2,15,81,0,282,27,41,"1,885",
Troll,IN-SEASON,F,2019,3,0,0,0,0,0,0,0,
Troll,IN-SEASON,F,2019,6,4,42,0,"1,544",584,0,0,
Troll,IN-SEASON,F,2019,7,3,18,0,617,752,0,0,
Troll,IN-SEASON,F,2019,8,1,3,,,,,,
Troll,IN-SEASON,F,2019,101,131,"2,476",12,"136,362","49,840",619,"24,289",
Troll,IN-SEASON,F,2019,102,2,3,,,,,,
Troll,IN-SEASON,F,2019,103,12,58,1,"4,422","1,576",3,5,
Troll,IN-SEASON,F,2019,104,25,77,0,"8,591","1,913",0,0,
Troll,IN-SEASON,F,2019,105,4,11,0,590,97,0,0,
Troll,IN-SEASON,F,2019,106,2,6,,,,,,
Troll,IN-SEASON,F,2019,107,0,0,0,0,0,0,0,
Troll,IN-SEASON,F,2019,108,0,0,0,0,0,0,0,
Troll,IN-SEASON,F,2019,109,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2019,123,28,199,0,0,31,0,"6,031",
Troll,IN-SEASON,G,2019,124,7,15,0,0,0,0,624,
Troll,IN-SEASON,G,2019,125,5,16,0,0,0,0,506,
Troll,IN-SEASON,G,2019,126,43,220,0,0,16,1,"9,503",
Troll,IN-SEASON,G,2019,127,29,172,0,0,70,0,"6,531",
Troll,IN-SEASON,F,2019,142,42,373,1,"1,366",200,187,"10,746",
Troll,IN-SEASON,F,2020,1,54,362,0,"8,265","11,690",0,"2,449",
Troll,IN-SEASON,F,2020,2,14,125,0,"1,167",30,0,"2,547",
Troll,IN-SEASON,F,2020,3,0,0,0,0,0,0,0,
Troll,IN-SEASON,H,2020,12,0,0,0,0,0,0,0,
Troll,IN-SEASON,H,2020,13,17,142,0,0,3,"12,771",0,
Troll,IN-SEASON,H,2020,18,1,1,,,,,,
Troll,IN-SEASON,F,2020,101,106,"1,760",0,"68,770","121,348",3,"12,771",
Troll,IN-SEASON,F,2020,102,0,0,0,0,0,0,0,
Troll,IN-SEASON,F,2020,103,3,9,0,842,71,0,0,
Troll,IN-SEASON,F,2020,104,21,53,0,"4,843","3,434",0,0,
Troll,IN-SEASON,F,2020,105,9,37,0,"2,481",189,0,0,
Troll,IN-SEASON,F,2020,106,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2020,123,30,253,0,0,0,0,"4,489",
Troll,IN-SEASON,G,2020,124,8,46,0,6,0,0,573,
Troll,IN-SEASON,G,2020,125,4,7,0,0,0,0,55,
Troll,IN-SEASON,G,2020,126,32,320,0,0,0,1,"4,067",
Troll,IN-SEASON,G,2020,127,27,195,0,0,0,0,"2,121",
Troll,IN-SEASON,F,2020,142,48,478,0,"3,013",129,22,"12,329",
Troll,IN-SEASON,F,2021,1,51,465,0,"9,881","4,107",0,"11,945",
Troll,IN-SEASON,F,2021,2,19,162,0,"2,229",122,2,"4,635",
Troll,IN-SEASON,F,2021,101,101,"1,689",73,"51,872","77,692",2,"30,631",
Troll,IN-SEASON,F,2021,142,37,430,0,"3,378",564,0,"17,259",
Troll,IN-SEASON,G,2021,123,16,175,0,0,2,94,"6,095",
Troll,IN-SEASON,G,2021,124,10,41,0,0,0,0,"1,037",
Troll,IN-SEASON,G,2021,125,6,31,0,0,25,77,788,
Troll,IN-SEASON,G,2021,126,19,282,0,51,32,193,"7,228",
Troll,IN-SEASON,G,2021,127,30,286,0,48,298,57,"10,077",
Troll,IN-SEASON,H,2021,29,1,1,,,,,,
Troll,IN-SEASON,F,2022,1,42,247,0,"10,856","3,242",0,"4,766",
Troll,IN-SEASON,F,2022,2,10,102,0,617,126,0,"3,708",
Troll,IN-SEASON,F,2022,101,94,"1,721",319,"88,889","83,933",2,"38,338",
Troll,IN-SEASON,F,2022,142,27,263,2,"2,546",483,0,"10,667",
Troll,IN-SEASON,G,2022,23,4,39,0,0,0,0,636,
Troll,IN-SEASON,G,2022,24,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2022,25,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2022,26,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2022,27,1,4,,,,,,
Troll,IN-SEASON,G,2022,123,20,206,31,1,0,0,"10,862",
Troll,IN-SEASON,G,2022,124,16,98,12,28,0,0,"5,324",
Troll,IN-SEASON,G,2022,125,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2022,126,13,50,0,0,0,0,"1,517",
Troll,IN-SEASON,G,2022,127,28,197,0,0,0,0,"6,347",
Troll,IN-SEASON,H,2022,12,0,0,0,0,0,0,0,
Troll,IN-SEASON,H,2022,13,12,67,0,0,1,"4,498",0,
Troll,IN-SEASON,H,2022,18,0,0,0,0,0,0,0,
Troll,IN-SEASON,H,2022,19,0,0,0,0,0,0,0,
Troll,IN-SEASON,H,2022,29,17,75,"15,547",0,0,0,0,
Troll,IN-SEASON,F,2023,1,34,246,0,"12,154",441,0,"6,842",
Troll,IN-SEASON,F,2023,2,19,184,0,"1,377",64,0,"7,817",
Troll,IN-SEASON,F,2023,101,84,"1,593",191,"89,206","116,004",8,"26,799",
Troll,IN-SEASON,F,2023,103,24,246,142,"12,909","51,591",0,0,
Troll,IN-SEASON,F,2023,142,29,265,0,"1,827",301,0,"10,319",
Troll,IN-SEASON,G,2023,23,9,165,0,0,0,0,"2,250",
Troll,IN-SEASON,G,2023,24,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2023,25,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2023,26,0,0,0,0,0,0,0,
Troll,IN-SEASON,G,2023,27,2,16,,,,,,
Troll,IN-SEASON,G,2023,123,21,94,0,0,9,0,"2,415",
Troll,IN-SEASON,G,2023,124,8,21,0,0,0,0,399,
Troll,IN-SEASON,G,2023,125,11,20,0,0,0,0,945,
Troll,IN-SEASON,G,2023,126,23,144,0,3,21,0,"10,046",
Troll,IN-SEASON,G,2023,127,14,84,0,0,0,0,"5,552",
Troll,IN-SEASON,H,2023,12,0,0,0,0,0,0,0,
Troll,IN-SEASON,H,2023,13,0,0,0,0,0,0,0,
Troll,IN-SEASON,H,2023,29,3,15,0,0,"3,180",0,0,
