type,ESTIMATE_TYPE,area,year,MGMT_AREA,VESSEL_COUNT,BOAT_DAYS,SOCKEYE_KEPT,COHO_KEPT,PINK_KEPT,CHUM_KEPT,CHINOOK_KEPT,NOTES
Seine,IN-SEASON,A,2005,7,17,32,0,801,"26,484","31,071",0,
Seine,IN-SEASON,A,2005,8,43,222,0,"8,965","583,141","74,369",0,
Seine,IN-SEASON,B,2005,12,79,140,"22,047",72,"42,068","207,367",0,
Seine,IN-SEASON,B,2005,13,103,231,"34,082",82,"51,743","411,934",4,
Seine,IN-SEASON,B,2005,14,1,3,,,,,,
Seine,IN-SEASON,B,2005,21,60,207,0,9,1,"385,487",0,
Seine,IN-SEASON,B,2005,23,6,10,0,"2,348",0,0,"4,751",
Seine,IN-SEASON,A,2006,2,5,10,0,0,"35,000","19,600",0,
Seine,IN-SEASON,A,2006,3,46,236,"43,837",0,"137,836","49,991",0,
Seine,IN-SEASON,A,2006,4,74,682,"263,018",0,"155,288",0,0,
Seine,IN-SEASON,A,2006,5,5,5,367,0,"9,187",0,0,
Seine,IN-SEASON,A,2006,6,6,7,653,0,"5,974",980,0,
Seine,IN-SEASON,A,2006,7,8,17,0,0,"5,638","12,348",0,
Seine,IN-SEASON,A,2006,8,36,152,0,"1,648","48,442","86,944",0,
Seine,IN-SEASON,B,2006,12,126,322,"1,101,639",0,"9,344","310,331",11,
Seine,IN-SEASON,B,2006,13,104,228,"467,877",0,"8,193","356,519",0,
Seine,IN-SEASON,B,2006,14,15,40,0,0,0,"3,386",0,
Seine,IN-SEASON,B,2006,20,10,0,0,0,0,0,0,
Seine,IN-SEASON,B,2006,21,64,148,0,0,0,"223,927",0,
Seine,IN-SEASON,B,2006,23,4,10,0,807,0,56,"2,131",
Seine,IN-SEASON,A,2007,3,77,717,"117,183","34,868","2,919,472","11,974",0,
Seine,IN-SEASON,A,2007,4,45,136,"37,558","6,884","459,349",0,0,
Seine,IN-SEASON,A,2007,5,34,126,"5,160","4,937","646,654",0,0,
Seine,IN-SEASON,A,2007,6,68,266,"8,173","18,804","1,760,144",0,0,
Seine,IN-SEASON,A,2007,7,4,9,0,0,"6,414","1,448",0,
Seine,IN-SEASON,A,2007,8,28,118,0,0,"210,529","60,408",0,
Seine,IN-SEASON,B,2007,12,56,77,0,0,12,"41,905",0,
Seine,IN-SEASON,B,2007,13,86,217,56,4,"40,664","311,314",2,
Seine,IN-SEASON,B,2007,14,2,4,,,,,,
Seine,IN-SEASON,B,2007,23,7,18,0,"3,755",0,0,"4,041",
Seine,IN-SEASON,A,2008,2,3,8,0,8,0,"2,000",0,
Seine,IN-SEASON,A,2008,3,31,61,"5,173",0,"11,180",0,0,
Seine,IN-SEASON,A,2008,4,43,275,"195,938",0,"91,767",0,0,
Seine,IN-SEASON,A,2008,5,13,15,572,0,237,0,0,
Seine,IN-SEASON,A,2008,6,6,7,435,0,751,0,0,
Seine,IN-SEASON,A,2008,8,5,9,0,0,"5,231","1,218",0,
Seine,IN-SEASON,B,2008,12,45,81,"1,039",2,"3,367","55,896",0,
Seine,IN-SEASON,B,2008,13,71,177,0,4,25,"132,346",0,
Seine,IN-SEASON,B,2008,18,0,1,,,,,,
Seine,IN-SEASON,B,2008,20,6,12,"11,335",0,37,0,0,
Seine,IN-SEASON,B,2008,21,6,12,0,0,0,"18,796",0,
Seine,IN-SEASON,B,2008,23,3,10,0,"3,437",0,0,"3,409",
Seine,IN-SEASON,A,2009,2,1,9,,,,,,
Seine,IN-SEASON,A,2009,3,45,177,"13,532","1,951","880,233",0,0,
Seine,IN-SEASON,A,2009,4,21,49,0,0,"341,403",0,0,
Seine,IN-SEASON,A,2009,5,9,23,0,0,"131,704",0,0,
Seine,IN-SEASON,A,2009,6,61,639,"49,509","15,914","6,636,072",350,0,
Seine,IN-SEASON,A,2009,7,1,1,,,,,,
Seine,IN-SEASON,A,2009,8,14,31,0,0,"125,607","7,188",0,
Seine,IN-SEASON,B,2009,12,72,241,13,7,"1,022,056","107,717",0,
Seine,IN-SEASON,B,2009,13,84,166,0,0,"267,471","210,593",0,
Seine,IN-SEASON,B,2009,14,3,4,0,0,0,"2,030",0,
Seine,IN-SEASON,B,2009,23,6,11,"15,039",531,0,0,"2,598",
Seine,IN-SEASON,B,2009,29,5,20,0,0,"88,177",0,0,
Seine,IN-SEASON,A,2010,1,5,10,0,0,"188,000",0,0,
Seine,IN-SEASON,A,2010,2,7,15,0,0,"265,000",0,0,
Seine,IN-SEASON,A,2010,3,16,26,"2,660",0,"26,976",0,0,
Seine,IN-SEASON,A,2010,5,2,2,,,,,,
Seine,IN-SEASON,A,2010,6,12,13,"2,348",0,"21,364",0,0,
Seine,IN-SEASON,A,2010,7,5,6,0,362,0,"9,200",0,
Seine,IN-SEASON,A,2010,8,3,3,0,0,207,49,0,
Seine,IN-SEASON,B,2010,12,84,371,"2,310,898",282,"68,295","19,354",33,
Seine,IN-SEASON,B,2010,13,81,349,"2,217,593",221,"15,887","19,551",51,
Seine,IN-SEASON,B,2010,20,11,40,"129,793",5,158,2,0,
Seine,IN-SEASON,B,2010,23,46,120,"495,495",52,0,0,0,
Seine,IN-SEASON,B,2010,29,62,100,"1,148,724",14,59,39,3,
Seine,IN-SEASON,A,2011,3,56,164,"60,422","2,976","289,907",0,0,
Seine,IN-SEASON,A,2011,4,46,136,"60,843","3,910","97,970",0,0,
Seine,IN-SEASON,A,2011,6,57,179,"27,378","10,886","708,209",0,6,
Seine,IN-SEASON,A,2011,7,20,67,0,"1,182","11,139","219,495",0,
Seine,IN-SEASON,A,2011,8,4,4,0,0,"1,236","1,081",0,
Seine,IN-SEASON,B,2011,12,99,815,"95,865",475,"3,641,735","301,758",40,
Seine,IN-SEASON,B,2011,13,52,127,"1,158",20,"81,167","239,907",0,
Seine,IN-SEASON,B,2011,14,46,172,0,0,0,"393,810",0,
Seine,IN-SEASON,B,2011,18,0,0,0,0,0,0,0,
Seine,IN-SEASON,B,2011,21,27,67,0,2,0,"211,968",0,
Seine,IN-SEASON,B,2011,23,37,112,"192,333",1,1,0,0,
Seine,IN-SEASON,B,2011,29,34,138,827,292,"716,227",280,63,
Seine,IN-SEASON,A,2012,2,12,20,0,0,"237,000",0,0,
Seine,IN-SEASON,A,2012,3,33,165,"5,366",0,"339,239","25,993",0,
Seine,IN-SEASON,A,2012,4,34,118,"123,340",0,"10,251",0,0,
Seine,IN-SEASON,A,2012,7,31,85,0,350,"22,785","111,938",0,
Seine,IN-SEASON,A,2012,8,20,47,0,0,"18,092","22,599",0,
Seine,IN-SEASON,B,2012,12,40,60,0,0,82,"103,943",0,
Seine,IN-SEASON,B,2012,13,71,177,3,0,92,"184,551",0,
Seine,IN-SEASON,B,2012,14,1,1,,,,,,
Seine,IN-SEASON,B,2012,18,42,102,0,0,0,"91,103",0,
Seine,IN-SEASON,B,2012,21,6,20,0,0,0,97,0,
Seine,IN-SEASON,B,2012,23,30,136,"80,971",12,0,0,1,
Seine,IN-SEASON,B,2012,29,3,3,0,0,0,104,0,
Seine,IN-SEASON,A,2013,3,47,273,"6,927","16,566","2,233,089","41,991",0,
Seine,IN-SEASON,A,2013,6,55,519,"5,887","23,345","6,293,837",0,0,
Seine,IN-SEASON,A,2013,7,37,44,0,433,"30,481","134,618",0,
Seine,IN-SEASON,A,2013,8,22,71,0,0,"439,315","35,387",0,
Seine,IN-SEASON,B,2013,12,68,259,831,"1,138","747,071","177,182",31,
Seine,IN-SEASON,B,2013,13,65,173,55,"1,026","81,422","254,868",4,
Seine,IN-SEASON,B,2013,14,2,0,,,,,,
Seine,IN-SEASON,B,2013,18,1,1,,,,,,
Seine,IN-SEASON,B,2013,23,4,17,"9,128",0,0,0,0,
Seine,IN-SEASON,B,2013,28,7,6,0,0,"282,400",0,0,
Seine,IN-SEASON,B,2013,29,56,174,"1,233",428,"1,451,421","7,478",75,
Seine,IN-SEASON,A,2014,1,6,15,0,0,"606,300",0,0,
Seine,IN-SEASON,A,2014,3,38,219,"33,071","9,675","861,855","27,272",0,
Seine,IN-SEASON,A,2014,4,48,198,"118,056","6,938","473,782",0,0,
Seine,IN-SEASON,A,2014,5,7,7,0,192,"83,146",0,0,
Seine,IN-SEASON,A,2014,6,43,148,"21,513","4,577","1,117,211",0,0,
Seine,IN-SEASON,A,2014,7,25,69,0,"6,017","84,029","154,992",0,
Seine,IN-SEASON,A,2014,8,2,3,,,,,,
Seine,IN-SEASON,B,2014,12,79,541,"2,320,056",984,"288,803","53,523",157,
Seine,IN-SEASON,B,2014,13,76,373,"1,180,913",773,"41,512","185,211",154,
Seine,IN-SEASON,B,2014,16,18,25,"26,166",0,50,112,0,
Seine,IN-SEASON,B,2014,23,36,229,"243,190",49,0,0,0,
Seine,IN-SEASON,B,2014,29,81,192,"1,285,177",30,15,317,20,
Seine,IN-SEASON,A,2015,2,7,11,0,0,0,"58,251",0,
Seine,IN-SEASON,A,2015,3,36,188,"22,049","7,640","181,218","109,886",0,
Seine,IN-SEASON,A,2015,4,16,15,"2,539",663,816,0,0,
Seine,IN-SEASON,A,2015,6,20,33,0,0,"7,872","21,169",0,
Seine,IN-SEASON,A,2015,7,58,165,0,802,"40,081","286,805",0,
Seine,IN-SEASON,A,2015,8,49,238,0,0,"685,529","186,857",0,
Seine,IN-SEASON,B,2015,12,65,92,6,369,100,"191,294",4,
Seine,IN-SEASON,B,2015,13,47,66,4,207,45,"161,208",0,
Seine,IN-SEASON,B,2015,16,10,25,0,0,"95,198",0,0,
Seine,IN-SEASON,B,2015,17,6,6,0,0,0,176,0,
Seine,IN-SEASON,B,2015,18,38,37,0,0,0,"182,857",0,
Seine,IN-SEASON,B,2015,19,0,0,0,0,0,0,0,
Seine,IN-SEASON,B,2015,21,14,48,0,0,0,"58,580",0,
Seine,IN-SEASON,B,2015,23,52,139,"536,003",0,1,0,0,
Seine,IN-SEASON,B,2015,28,4,6,0,0,"100,051",0,0,
Seine,IN-SEASON,B,2015,29,18,18,0,0,0,"3,706",0,
Seine,IN-SEASON,A,2016,3,47,291,495,"19,778","892,858","59,399",0,
Seine,IN-SEASON,A,2016,4,21,29,"23,548","5,229","15,264",0,0,
Seine,IN-SEASON,A,2016,6,44,129,0,0,"584,657",0,0,
Seine,IN-SEASON,A,2016,7,32,46,0,0,"13,405","22,383",0,
Seine,IN-SEASON,A,2016,8,40,90,0,0,"48,150","82,338",0,
Seine,IN-SEASON,B,2016,12,47,90,0,97,1,"276,636",0,
Seine,IN-SEASON,B,2016,13,66,155,1,79,13,"771,087",0,
Seine,IN-SEASON,B,2016,14,60,160,0,0,0,"231,670",0,
Seine,IN-SEASON,B,2016,17,36,74,0,0,0,"61,600",0,
Seine,IN-SEASON,B,2016,18,55,127,0,0,0,"90,850",0,
Seine,IN-SEASON,B,2016,21,37,99,0,0,0,"269,042",0,
Seine,IN-SEASON,B,2016,23,39,233,"228,329",0,2,0,0,
Seine,IN-SEASON,B,2016,29,9,9,0,0,0,472,0,
Seine,IN-SEASON,A,2017,3,31,249,0,"12,284","703,702","55,288",0,
Seine,IN-SEASON,A,2017,6,10,22,0,0,"113,347",0,0,
Seine,IN-SEASON,A,2017,7,0,0,0,0,0,0,0,
Seine,IN-SEASON,A,2017,8,53,175,0,0,"700,726","80,453",0,
Seine,IN-SEASON,B,2017,12,51,60,0,125,622,"84,607",0,
Seine,IN-SEASON,B,2017,13,80,115,2,166,60,"203,504",0,
Seine,IN-SEASON,B,2017,17,39,119,0,0,0,"35,522",0,
Seine,IN-SEASON,B,2017,18,45,169,0,0,0,"76,324",0,
Seine,IN-SEASON,B,2017,23,8,31,"16,461",684,0,0,"3,152",
Seine,IN-SEASON,A,2018,3,28,111,159,635,"101,267","38,368",0,
Seine,IN-SEASON,A,2018,4,15,52,"24,370",0,"5,940",0,0,
Seine,IN-SEASON,A,2018,8,52,222,0,0,"43,650","212,171",0,
Seine,IN-SEASON,B,2018,12,83,507,"1,121,448",631,"48,074","29,160",228,
Seine,IN-SEASON,B,2018,13,46,129,"158,028",74,"8,297","21,892",16,
Seine,IN-SEASON,B,2018,17,28,51,0,0,0,"9,576",0,
Seine,IN-SEASON,B,2018,18,15,29,0,0,0,"7,531",0,
Seine,IN-SEASON,B,2018,19,2,1,,,,,,
Seine,IN-SEASON,B,2018,23,7,21,"6,075","1,775",0,0,"6,403",
Seine,IN-SEASON,B,2018,29,42,44,"627,503",108,17,601,15,
Seine,IN-SEASON,A,2019,3,26,58,321,0,"36,645","16,756",0,
Seine,IN-SEASON,A,2019,8,40,54,0,0,"8,586","59,055",0,
Seine,IN-SEASON,B,2019,23,8,37,0,"2,744",0,0,"6,562",
Seine,IN-SEASON,B,2019,29,2,4,,,,,,
Seine,IN-SEASON,A,2020,1,10,35,0,0,"183,297",0,0,
Seine,IN-SEASON,A,2020,3,12,13,0,0,"1,816","1,751",0,
Seine,IN-SEASON,A,2020,6,40,258,0,0,"1,563,002",0,0,
Seine,IN-SEASON,A,2020,8,3,3,0,0,"10,820",181,0,
Seine,IN-SEASON,B,2020,12,12,16,0,0,0,"4,741",0,
Seine,IN-SEASON,B,2020,13,62,116,0,2,950,"76,019",0,
Seine,IN-SEASON,B,2020,17,20,27,0,0,0,"2,256",0,
Seine,IN-SEASON,B,2020,23,7,25,0,0,0,0,"7,984",
Seine,IN-SEASON,A,2021,3,23,72,0,0,"159,017","13,925",0,
Seine,IN-SEASON,B,2021,23,14,36,"35,293",52,0,0,"9,970",
Seine,IN-SEASON,B,2021,29,6,13,0,0,"19,404",0,0,
Seine,IN-SEASON,A,2022,3,14,32,"2,347",0,"109,654","19,616",0,
Seine,IN-SEASON,A,2022,4,17,154,"230,025",0,"377,434",0,0,
Seine,IN-SEASON,B,2022,12,23,23,0,0,1,"13,621",0,
Seine,IN-SEASON,B,2022,13,30,30,0,1,18,"44,433",0,
Seine,IN-SEASON,B,2022,17,1,0,,,,,,
Seine,IN-SEASON,B,2022,19,1,1,,,,,,
Seine,IN-SEASON,B,2022,23,20,136,"108,066",64,0,0,"11,676",
Seine,IN-SEASON,B,2022,29,30,71,"213,163",87,44,16,72,
Seine,IN-SEASON,A,2023,3,16,58,"11,599",0,"260,732","50,044",0,
Seine,IN-SEASON,A,2023,4,21,97,"58,556",0,"313,237",0,0,
Seine,IN-SEASON,A,2023,6,11,11,0,0,"59,320",0,0,
Seine,IN-SEASON,B,2023,12,0,0,0,0,0,0,0,
Seine,IN-SEASON,B,2023,13,3,5,6,0,"17,210",1,0,
Seine,IN-SEASON,B,2023,23,17,80,"102,700",22,0,0,"11,688",
Seine,IN-SEASON,B,2023,29,11,58,197,57,"502,017",0,7,
Troll,POST-SEASON,H,1996,12,,54,3304,0,1377,5,0,
Troll,POST-SEASON,H,1996,13,,167,27138,0,7308,39,0,
Troll,POST-SEASON,H,1996,16,,5,225,0,0,0,0,
Troll,POST-SEASON,H,1996,18,,92,5094,3,3,0,0,
Troll,POST-SEASON,G,1996,20,,0,0,0,0,0,0,
Troll,POST-SEASON,H,1996,20,,4,0,720,0,0,0,
Troll,POST-SEASON,G,1996,21,,870,103,66701,60,327,0,
Troll,POST-SEASON,G,1996,23,,5294,440,376605,433,522,0,
Troll,POST-SEASON,G,1996,24,,2161,68,111998,276,1937,0,
Troll,POST-SEASON,G,1996,25,,992,14,51931,167,259,0,
Troll,POST-SEASON,G,1996,26,,1582,72,85664,454,575,4,
Troll,POST-SEASON,G,1996,27,,2000,112,99906,12852,972,0,
Troll,POST-SEASON,F,1996,101,,5655,18650,250909,710615,22445,8,
Troll,POST-SEASON,F,1996,102,,407,401,16634,5843,408,0,
Troll,POST-SEASON,F,1996,104,,507,3167,26227,28500,1458,0,
Troll,POST-SEASON,F,1996,105,,913,398,27979,11916,544,0,
Troll,POST-SEASON,F,1996,106,,262,163,9053,7083,816,0,
Troll,POST-SEASON,F,1996,107,,37,0,279,26,10,0,
Troll,POST-SEASON,F,1996,108,,53,3,1078,6269,67,0,
Troll,POST-SEASON,F,1996,142,,42,0,977,11,1031,0,
Troll,POST-SEASON,G,1997,11,,5,8048,0,4728,10,0,
Troll,POST-SEASON,G,1997,12,,374,1074593,437,464892,1676,174,
Troll,POST-SEASON,H,1997,12,,713,558680,732,181522,1012,1072,
Troll,POST-SEASON,H,1997,13,,447,161365,13,61062,691,645,
Troll,POST-SEASON,H,1997,16,,20,445,0,182,0,6,
Troll,POST-SEASON,H,1997,18,,80,2872,0,4020,2,78,
Troll,POST-SEASON,G,1997,21,,1,,,,,,
Troll,POST-SEASON,G,1997,23,,255,5208,3,6008,22,25515,
Troll,POST-SEASON,G,1997,24,,69,1072,0,3458,19,1201,
Troll,POST-SEASON,G,1997,25,,42,872,0,1955,4,3073,
Troll,POST-SEASON,G,1997,26,,120,499,0,553,38,14495,
Troll,POST-SEASON,G,1997,27,,151,1522,38,2188,184,8351,
Troll,POST-SEASON,H,1997,29,,,10324,0,3591,3,77,
Troll,POST-SEASON,F,1997,101,,7872,121065,123332,263764,35229,54610,
Troll,POST-SEASON,F,1997,102,,898,4101,10838,2220,471,13878,
Troll,POST-SEASON,F,1997,104,,258,2621,12860,17345,1071,1472,
Troll,POST-SEASON,F,1997,105,,346,230,4140,2579,2479,3343,
Troll,POST-SEASON,F,1997,106,,339,1028,4269,2219,211,5616,
Troll,POST-SEASON,F,1997,107,,239,749,2724,836,150,3610,
Troll,POST-SEASON,F,1997,108,,17,6,178,198,5,48,
Troll,POST-SEASON,F,1997,142,,1186,117887,9334,36981,3441,11081,
Troll,POST-SEASON,G,1998,11,,84,8106,0,940,55,146,
Troll,POST-SEASON,G,1998,12,,1791,190006,0,15939,613,1759,
Troll,POST-SEASON,H,1998,12,,391,66986,0,7131,17323,254,
Troll,POST-SEASON,H,1998,13,,807,41589,0,11323,98306,345,
Troll,POST-SEASON,H,1998,14,,22,0,0,0,627,0,
Troll,POST-SEASON,H,1998,18,,1,,,,,,
Troll,POST-SEASON,G,1998,23,,227,9003,0,0,0,5,
Troll,POST-SEASON,H,1998,29,,,16853,0,128,4,43,
Troll,POST-SEASON,F,1998,101,,80,0,0,0,73,908,
Troll,POST-SEASON,F,1998,102,,15,0,0,198,0,200,
Troll,POST-SEASON,F,1998,106,,165,0,0,3352,229,1689,
Troll,POST-SEASON,F,1998,107,,80,0,0,395,102,331,
Troll,POST-SEASON,F,1998,108,,30,0,0,94,8,168,
Troll,POST-SEASON,G,1998,123,,148,0,0,0,17,6475,
Troll,POST-SEASON,G,1998,124,,40,0,0,0,7,1366,
Troll,POST-SEASON,G,1998,125,,46,0,0,0,97,1377,
Troll,POST-SEASON,G,1998,126,,59,0,0,0,57,1920,
Troll,POST-SEASON,G,1998,127,,19,0,0,0,14,253,
Troll,POST-SEASON,F,1998,142,,5712,82315,0,26279,9305,116038,
Troll,POST-SEASON,H,1999,12,,134,10607,0,1378,16,243,
Troll,POST-SEASON,H,1999,13,,69,1900,0,1029,7,70,
Troll,POST-SEASON,G,1999,23,,456,9477,0,3,0,302,
Troll,POST-SEASON,G,1999,24,,19,0,0,0,48,1005,
Troll,POST-SEASON,H,1999,29,,12,0,0,0,102,1,
Troll,POST-SEASON,F,1999,101,,41,0,864,31013,556,0,
Troll,POST-SEASON,F,1999,102,,44,0,0,0,41,873,
Troll,POST-SEASON,F,1999,106,,37,0,0,0,52,816,
Troll,POST-SEASON,F,1999,107,,58,0,0,0,29,1257,
Troll,POST-SEASON,G,1999,123,,537,0,0,7,278,30847,
Troll,POST-SEASON,G,1999,124,,79,0,0,6,168,2837,
Troll,POST-SEASON,G,1999,125,,267,0,0,8,497,13503,
Troll,POST-SEASON,G,1999,126,,154,0,0,0,264,7294,
Troll,POST-SEASON,G,1999,127,,34,0,0,6,452,492,
Troll,POST-SEASON,F,1999,142,,1745,0,0,0,1194,44027,
Troll,POST-SEASON,F,2000,2,,3,0,0,0,2819,0,
Troll,POST-SEASON,G,2000,11,,5,82,0,137,0,0,
Troll,POST-SEASON,G,2000,12,,737,20971,5,34048,149,8,
Troll,POST-SEASON,H,2000,12,,233,16832,4,18472,53,77,
Troll,POST-SEASON,H,2000,13,,773,45545,5,28083,1535,530,
Troll,POST-SEASON,H,2000,16,,12,2,0,0,0,0,
Troll,POST-SEASON,H,2000,18,,41,375,0,4,0,18,
Troll,POST-SEASON,G,2000,23,,237,5236,0,0,5,34,
Troll,POST-SEASON,H,2000,29,,203,3793,0,491,36,61,
Troll,POST-SEASON,F,2000,101,,236,1163,5739,66334,2045,381,
Troll,POST-SEASON,G,2000,123,,450,0,0,51,21,9085,
Troll,POST-SEASON,G,2000,124,,107,0,5,0,10,1782,
Troll,POST-SEASON,G,2000,125,,305,0,0,1,161,9132,
Troll,POST-SEASON,G,2000,126,,473,0,0,9,184,13164,
Troll,POST-SEASON,G,2000,127,,44,0,0,0,158,1283,
Troll,POST-SEASON,F,2000,142,,663,0,0,0,0,9567,
Troll,POST-SEASON,F,2001,2,,33,0,700,0,500,0,
Troll,POST-SEASON,G,2001,11,,34,616,0,2679,23,19,
Troll,POST-SEASON,G,2001,12,,243,4350,0,16400,39,93,
Troll,POST-SEASON,H,2001,12,,360,19127,0,34221,348,341,
Troll,POST-SEASON,H,2001,13,,500,15787,0,59693,6567,269,
Troll,POST-SEASON,H,2001,14,,55,0,0,0,1636,1,
Troll,POST-SEASON,H,2001,16,,0,0,0,0,0,0,
Troll,POST-SEASON,H,2001,18,,15,219,0,154,22,9,
Troll,POST-SEASON,G,2001,23,,309,23154,0,6,0,2033,
Troll,POST-SEASON,G,2001,24,,3,0,0,0,0,26,
Troll,POST-SEASON,H,2001,29,,146,24797,0,64,64,49,
Troll,POST-SEASON,F,2001,101,,518,2902,27,175163,2362,1448,
Troll,POST-SEASON,F,2001,103,,229,117,8221,989,2,0,
Troll,POST-SEASON,F,2001,104,,311,665,0,1709,45,2300,
Troll,POST-SEASON,F,2001,106,,6,1,0,767,14,0,
Troll,POST-SEASON,F,2001,108,,15,2,0,980,285,0,
Troll,POST-SEASON,G,2001,121,,5,679,0,0,0,0,
Troll,POST-SEASON,G,2001,123,,1875,13899,0,3818,55,49150,
Troll,POST-SEASON,G,2001,124,,189,277,0,882,7,2220,
Troll,POST-SEASON,G,2001,125,,170,611,0,784,59,2416,
Troll,POST-SEASON,G,2001,126,,77,64,0,538,51,2322,
Troll,POST-SEASON,G,2001,127,,29,124,0,2185,107,202,
Troll,POST-SEASON,F,2001,142,,486,0,0,257,84,9603,
Troll,POST-SEASON,F,2002,2,,37,0,1318,3,110,0,
Troll,POST-SEASON,H,2002,12,,151,25151,0,5433,31,129,
Troll,POST-SEASON,H,2002,13,,801,78986,6,12366,32499,302,
Troll,POST-SEASON,H,2002,14,,32,0,0,0,2056,0,
Troll,POST-SEASON,H,2002,17,,0,0,0,0,0,0,
Troll,POST-SEASON,H,2002,18,,310,18888,0,93,27,138,
Troll,POST-SEASON,H,2002,19,,0,0,0,0,0,0,
Troll,POST-SEASON,G,2002,23,,624,52819,5,0,0,1103,
Troll,POST-SEASON,G,2002,25,,1,,,,,,
Troll,POST-SEASON,G,2002,27,,7,0,0,0,0,8,
Troll,POST-SEASON,H,2002,29,,22,0,0,0,903,0,
Troll,POST-SEASON,F,2002,101,,2431,1912,93244,33070,518,52851,
Troll,POST-SEASON,F,2002,102,,139,0,9191,27,13,66,
Troll,POST-SEASON,F,2002,103,,74,0,4037,183,3,260,
Troll,POST-SEASON,F,2002,104,,24,0,4308,183,3,0,
Troll,POST-SEASON,F,2002,105,,30,0,1584,44,0,163,
Troll,POST-SEASON,F,2002,106,,94,0,4773,871,41,100,
Troll,POST-SEASON,F,2002,107,,62,7,4264,250,75,382,
Troll,POST-SEASON,G,2002,123,,1584,24379,0,32,114,85452,
Troll,POST-SEASON,G,2002,124,,906,79022,0,64,104,10489,
Troll,POST-SEASON,G,2002,125,,246,5300,0,30,82,3819,
Troll,POST-SEASON,G,2002,126,,1072,25397,0,450,1312,29005,
Troll,POST-SEASON,G,2002,127,,293,11417,0,917,585,4586,
Troll,POST-SEASON,F,2002,142,,1513,0,1426,49,326,49681,
Troll,POST-SEASON,F,2003,2,,95,0,11385,686,0,0,
Troll,POST-SEASON,H,2003,12,,1103,104476,3,78408,8184,720,
Troll,POST-SEASON,H,2003,13,,823,18859,0,29834,76884,280,
Troll,POST-SEASON,H,2003,14,,17,0,0,0,729,1,
Troll,POST-SEASON,H,2003,17,,0,0,0,0,0,0,
Troll,POST-SEASON,H,2003,18,,24,16,0,1016,0,8,
Troll,POST-SEASON,G,2003,23,,203,14,242,0,1,3901,
Troll,POST-SEASON,G,2003,27,,7,0,0,0,0,21,
Troll,POST-SEASON,H,2003,29,,15,18,0,3,21,9,
Troll,POST-SEASON,F,2003,101,,3080,3283,130384,94287,187,86966,
Troll,POST-SEASON,F,2003,102,,203,0,14004,6,2,1740,
Troll,POST-SEASON,F,2003,103,,196,28,22261,3307,5,0,
Troll,POST-SEASON,F,2003,105,,211,0,29497,4913,2,1050,
Troll,POST-SEASON,F,2003,106,,119,274,12023,22185,3754,0,
Troll,POST-SEASON,F,2003,107,,93,12,8689,463,16,0,
Troll,POST-SEASON,G,2003,123,,1501,0,31,1284,209,91875,
Troll,POST-SEASON,G,2003,124,,82,0,1,93,33,1495,
Troll,POST-SEASON,G,2003,125,,37,0,0,0,30,1329,
Troll,POST-SEASON,G,2003,126,,1413,1,9,108,3003,49942,
Troll,POST-SEASON,G,2003,127,,215,0,0,159,217,6744,
Troll,POST-SEASON,F,2003,142,,1182,0,457,2645,4,50106,
Troll,POST-SEASON,F,2004,2,,8,0,0,654,60,0,
Troll,POST-SEASON,H,2004,12,,550,88537,3,2937,6116,316,
Troll,POST-SEASON,H,2004,13,,833,58071,7,6302,97169,295,
Troll,POST-SEASON,H,2004,14,,57,0,0,0,2908,64,
Troll,POST-SEASON,H,2004,15,,0,0,0,0,0,0,
Troll,POST-SEASON,H,2004,16,,0,0,0,0,0,0,
Troll,POST-SEASON,H,2004,17,,9,0,0,0,0,8,
Troll,POST-SEASON,H,2004,18,,12,1,0,0,0,0,
Troll,POST-SEASON,H,2004,19,,2,,,,,,
Troll,POST-SEASON,G,2004,20,,4,0,0,0,0,0,
Troll,POST-SEASON,G,2004,23,,325,0,49,0,2,3476,
Troll,POST-SEASON,G,2004,24,,4,0,0,0,0,30,
Troll,POST-SEASON,G,2004,25,,14,0,118,0,4,180,
Troll,POST-SEASON,G,2004,27,,11,0,0,0,0,210,
Troll,POST-SEASON,H,2004,29,,1,,,,,,
Troll,POST-SEASON,F,2004,101,,3348,2203,155393,30238,56,118277,
Troll,POST-SEASON,F,2004,102,,72,2,16366,91,0,0,
Troll,POST-SEASON,F,2004,103,,344,234,24799,2296,0,0,
Troll,POST-SEASON,F,2004,104,,192,49,22254,2787,0,0,
Troll,POST-SEASON,F,2004,105,,127,1,15671,219,27,0,
Troll,POST-SEASON,F,2004,106,,230,2,22763,1065,0,0,
Troll,POST-SEASON,F,2004,107,,124,4,9735,205,0,0,
Troll,POST-SEASON,F,2004,108,,22,0,1050,1,0,0,
Troll,POST-SEASON,G,2004,123,,836,0,15,1,111,61252,
Troll,POST-SEASON,G,2004,124,,178,0,35,0,93,10765,
Troll,POST-SEASON,G,2004,125,,285,0,7,2,545,13802,
Troll,POST-SEASON,G,2004,126,,1444,0,7,55,2343,66521,
Troll,POST-SEASON,G,2004,127,,279,10,2,3,464,13616,
Troll,POST-SEASON,F,2004,142,,1039,140,2710,573,0,51029,
Troll,IN-SEASON,F,2005,1,48,565,100,"18,671","2,606",1,"14,813",
Troll,IN-SEASON,F,2005,2,18,206,0,"6,282",20,0,"5,014",
Troll,IN-SEASON,F,2005,3,25,114,0,"8,623",8,0,0,
Troll,IN-SEASON,F,2005,6,26,316,0,"41,430","2,344",0,22,
