regionid,region,cuid,cu_name_pse,species,sppqualifiedid,locationid,location_name_pse,pointid,latitude,longitude,year,total_release,program,project,cuid_broodstock,facilityid,release_type_pse,dataset_version
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,1985,1200,-989898,-989898,177,553,Fry,20240812
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,2006,1600,-989898,-989898,177,25,Egg,20240812
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,2007,96406,-989898,-989898,177,25,Fry,20240812
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,2008,271811,-989898,-989898,177,25,Fry,20240812
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,2009,270052,-989898,-989898,177,25,Fry,20240812
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,2011,296925,-989898,-989898,177,25,Fry,20240812
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,2012,325731,-989898,-989898,177,25,Fry,20240812
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,2013,291295,-989898,-989898,177,25,Fry,20240812
1,Skeena,177,Lakelse,Sockeye,1,31544,WILLIAMS CREEK,8923,54.413676,-128.532275,2014,322613,-989898,-989898,177,25,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,1992,22000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,1997,3000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,1999,40200,-989898,-989898,202,16,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2000,51821,-989898,-989898,202,16,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2001,26880,-989898,-989898,202,16,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2003,29000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2009,19500,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2009,16950,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2010,12000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2011,8623,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2011,22500,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2012,8048,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2012,24735,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2013,2086,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2013,17060,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2014,21262,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2015,7535,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2015,21256,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2016,27063,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2017,27328,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2018,23090,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2019,20930,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2020,149,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2020,20380,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2021,140,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2021,17210,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31485,ZYMACORD RIVER,8887,54.491789,-128.727914,2022,20177,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31488,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1985,14630,-989898,-989898,202,17,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31488,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1986,6429,-989898,-989898,202,17,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31488,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1987,56368,-989898,-989898,202,17,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31488,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1988,72638,-989898,-989898,202,17,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31488,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1989,41766,-989898,-989898,202,17,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31488,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1989,39961,-989898,-989898,202,17,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31488,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1990,88000,-989898,-989898,202,17,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31488,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1990,41056,-989898,-989898,202,17,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,31492,KITSUMKALUM RIVER,8891,54.520958,-128.660891,1984,3200,-989898,-989898,202,190,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,31492,KITSUMKALUM RIVER,8891,54.520958,-128.660891,1987,35014,-989898,-989898,202,190,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32242,ZYMOETZ (COPPER) RIVER,9318,54.477921,-127.933498,1992,13000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32244,DEEP CREEK/SKEENA RIVER,9319,54.564121,-128.66395,1984,650,-989898,-989898,202,190,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32244,DEEP CREEK/SKEENA RIVER,9319,54.564121,-128.66395,2007,5000,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32251,DRY CREEK/SKEENA RIVER,9326,54.823429,-128.782577,1983,20000,-989898,-989898,202,351,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32251,DRY CREEK/SKEENA RIVER,9326,54.823429,-128.782577,1984,3881,-989898,-989898,202,190,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32251,DRY CREEK/SKEENA RIVER,9326,54.823429,-128.782577,1989,22222,-989898,-989898,202,190,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32251,DRY CREEK/SKEENA RIVER,9326,54.823429,-128.782577,1989,55584,-989898,-989898,202,190,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32251,DRY CREEK/SKEENA RIVER,9326,54.823429,-128.782577,1990,52272,-989898,-989898,202,190,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32251,DRY CREEK/SKEENA RIVER,9326,54.823429,-128.782577,1991,42682,-989898,-989898,202,190,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32251,DRY CREEK/SKEENA RIVER,9326,54.823429,-128.782577,1992,32000,-989898,-989898,202,190,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32251,DRY CREEK/SKEENA RIVER,9326,54.823429,-128.782577,1993,33961,-989898,-989898,202,190,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32252,CLEARWATER CREEK/SKEENA RIVER,9327,54.345225,-128.589837,1982,30800,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32252,CLEARWATER CREEK/SKEENA RIVER,9327,54.345225,-128.589837,1984,80000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32252,CLEARWATER CREEK/SKEENA RIVER,9327,54.345225,-128.589837,1985,35000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32252,CLEARWATER CREEK/SKEENA RIVER,9327,54.345225,-128.589837,1991,30747,-989898,-989898,202,190,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1981,450,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1983,189110,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1984,150720,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1985,760,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1986,75665,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1987,220,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1988,615,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1989,340,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1990,1800,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1991,1200,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1994,225,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1995,1050,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1996,1000,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1997,1300,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1998,1600,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,1999,1300,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2000,1100,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2001,1175,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2002,1450,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2003,1200,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2004,1100,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2005,1100,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2006,1200,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2008,1400,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2009,1400,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2010,1400,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2011,1450,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2012,950,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2013,1300,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2014,1600,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2015,1750,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2017,2030,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2018,1800,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2019,1680,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2020,1600,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2021,1940,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32822,LAKELSE RIVER,9690,54.442573,-128.783536,2022,1800,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1982,88750,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1983,100000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1984,100000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1985,100000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1988,110000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1989,43000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1990,88000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1990,40000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1992,46200,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1993,1200,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1994,990,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1994,20000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1995,24000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1998,34000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,1999,1844,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32823,THORNHILL CREEK,9691,54.507287,-128.564069,2000,1800,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32824,ALWYN CREEK,9692,54.465549,-128.737243,1985,35000,-989898,-989898,202,509,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32824,ALWYN CREEK,9692,54.465549,-128.737243,1987,120,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32824,ALWYN CREEK,9692,54.465549,-128.737243,1988,25050,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32824,ALWYN CREEK,9692,54.465549,-128.737243,1989,120,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32825,HERMAN CREEK,9693,54.380426,-128.618474,1987,140,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32825,HERMAN CREEK,9693,54.380426,-128.618474,1989,110,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32826,TEA CREEK,9694,55.102615,-128.085474,1988,300,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32826,TEA CREEK,9694,55.102615,-128.085474,1989,150,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,1998,320,-989898,-989898,202,328,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,1999,4310,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,1999,16000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,2002,10237,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,2004,16000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,2006,5000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,2007,2300,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,2007,25000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32828,SPRING CREEK/SKEENA RIVER,9695,54.538935,-128.648074,2013,5570,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32884,HATCHERY CREEK,9730,54.380157,-128.548364,1982,5000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32885,ANDALAS CREEK,9731,54.348722,-128.593416,1985,15000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32885,ANDALAS CREEK,9731,54.348722,-128.593416,1987,50000,-989898,-989898,202,509,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32885,ANDALAS CREEK,9731,54.348722,-128.593416,1988,67000,-989898,-989898,202,509,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32886,KOFOED BROOK,9732,54.51,-128.55,1985,5000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32886,KOFOED BROOK,9732,54.51,-128.55,1988,12000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32887,SCHULBUCKHAND CREEK,9733,54.355413,-128.567411,1985,15000,-989898,-989898,202,353,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32887,SCHULBUCKHAND CREEK,9733,54.355413,-128.567411,1998,5500,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32887,SCHULBUCKHAND CREEK,9733,54.355413,-128.567411,1999,14000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32887,SCHULBUCKHAND CREEK,9733,54.355413,-128.567411,2000,7000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32888,SOCKEYE CREEK,9734,54.425513,-128.530683,1984,106000,-989898,-989898,202,509,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32888,SOCKEYE CREEK,9734,54.425513,-128.530683,1985,50000,-989898,-989898,202,509,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32888,SOCKEYE CREEK,9734,54.425513,-128.530683,1986,4500,-989898,-989898,202,509,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32888,SOCKEYE CREEK,9734,54.425513,-128.530683,1987,50000,-989898,-989898,202,509,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32888,SOCKEYE CREEK,9734,54.425513,-128.530683,1987,1500,-989898,-989898,202,509,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32888,SOCKEYE CREEK,9734,54.425513,-128.530683,1988,2000,-989898,-989898,202,353,Smolt,20240812
1,Skeena,202,Lower Skeena,Coho,6,32888,SOCKEYE CREEK,9734,54.425513,-128.530683,1988,60000,-989898,-989898,202,509,Fry,20240812
1,Skeena,202,Lower Skeena,Coho,6,32888,SOCKEYE CREEK,9734,54.425513,-128.530683,1989,2400,-989898,-989898,202,509,Smolt,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1982,28800,-989898,-989898,206,18,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1983,77255,-989898,-989898,206,18,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1985,33255,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1989,55093,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1990,56992,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1991,15017,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1991,77803,-989898,-989898,206,190,Smolt,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1992,50000,-989898,-989898,206,190,Smolt,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1993,47788,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1993,55947,-989898,-989898,206,190,Smolt,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1995,74853,-989898,-989898,206,190,Smolt,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1997,19544,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31489,CEDAR RIVER,8889,54.834286,-128.846721,1998,17800,-989898,-989898,206,190,Smolt,20240812
1,Skeena,206,Kalum-Early,Chinook,5,31490,CLEAR RIVER/SKEENA RIVER,8890,54.825578,-128.793059,1982,28000,-989898,-989898,206,18,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,32240,HADENSCHILD CREEK,9317,54.929887,-128.879103,1986,89583,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,32240,HADENSCHILD CREEK,9317,54.929887,-128.879103,1987,33011,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,32240,HADENSCHILD CREEK,9317,54.929887,-128.879103,1988,96362,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,32240,HADENSCHILD CREEK,9317,54.929887,-128.879103,1993,22820,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,32240,HADENSCHILD CREEK,9317,54.929887,-128.879103,1994,48383,-989898,-989898,206,190,Fry,20240812
1,Skeena,206,Kalum-Early,Chinook,5,32240,HADENSCHILD CREEK,9317,54.929887,-128.879103,1994,71000,-989898,-989898,206,190,Smolt,20240812
1,Skeena,206,Kalum-Early,Chinook,5,32240,HADENSCHILD CREEK,9317,54.929887,-128.879103,1996,118339,-989898,-989898,206,190,Smolt,20240812
1,Skeena,206,Kalum-Early,Chinook,5,32240,HADENSCHILD CREEK,9317,54.929887,-128.879103,1997,37000,-989898,-989898,206,190,Smolt,20240812
1,Skeena,207,Kalum-Late,Chinook,5,31487,KITSUMKALUM RIVER LOW,8888,54.520958,-128.660891,1985,22803,-989898,-989898,207,17,Fry,20240812
1,Skeena,207,Kalum-Late,Chinook,5,31491,KITSUMKALUM RIVER,8891,54.520958,-128.660891,1981,63115,-989898,-989898,207,18,Fry,20240812
1,Skeena,207,Kalum-Late,Chinook,5,31491,KITSUMKALUM RIVER,8891,54.520958,-128.660891,1982,100650,-989898,-989898,207,18,Fry,20240812
1,Skeena,207,Kalum-Late,Chinook,5,31491,KITSUMKALUM RIVER,8891,54.520958,-128.660891,1983,62680,-989898,-989898,207,18,Fry,20240812
